IP地址,端口,回源端口,TLS,数据中心,地区,国家,城市,TCP延迟(ms),速度(MB/s)
143.47.178.110,443,443,true,FRA,Europe,DE,Frankfurt,321,10.29
158.101.201.159,443,443,true,FRA,Europe,DE,Frankfurt,247,10.25
79.76.98.114,443,443,true,FRA,Europe,DE,Frankfurt,403,10.24
150.230.148.82,443,443,true,FRA,Europe,DE,Frankfurt,303,10.22
192.18.134.231,443,443,true,SJC,North America,US,San Jose,446,10.21
89.168.96.23,443,443,true,FRA,Europe,DE,Frankfurt,313,10.20
141.144.198.116,443,443,true,FRA,Europe,DE,Frankfurt,344,10.16
129.159.9.162,443,443,true,FRA,Europe,DE,Frankfurt,246,10.16
141.144.192.220,443,443,true,FRA,Europe,DE,Frankfurt,347,10.04
141.148.242.218,443,443,true,FRA,Europe,DE,Frankfurt,356,10.04
192.9.138.241,443,443,true,SJC,North America,US,San Jose,209,10.03
144.24.191.174,443,443,true,FRA,Europe,DE,Frankfurt,376,9.97
129.154.220.236,443,443,true,SIN,Asia Pacific,SG,Singapore,294,9.96
84.235.174.233,443,443,true,FRA,Europe,DE,Frankfurt,240,9.96
141.144.204.129,443,443,true,FRA,Europe,DE,Frankfurt,287,9.94
152.70.123.225,8443,443,true,SJC,North America,US,San Jose,247,9.93
129.159.44.99,80,443,true,SJC,North America,US,San Jose,311,9.91
129.146.160.114,2053,443,true,LAX,North America,US,Los Angeles,313,9.91
193.123.247.215,443,443,true,SIN,Asia Pacific,SG,Singapore,128,9.88
158.101.209.76,443,443,true,AMS,Europe,NL,Amsterdam,255,9.85
130.61.193.10,443,443,true,FRA,Europe,DE,Frankfurt,228,9.83
167.234.222.144,443,443,true,SJC,North America,US,San Jose,249,9.79
141.144.198.47,443,443,true,FRA,Europe,DE,Frankfurt,322,9.76
141.147.48.25,443,443,true,FRA,Europe,DE,Frankfurt,346,9.75
158.101.206.181,443,443,true,FRA,Europe,DE,Frankfurt,275,9.73
144.21.42.32,443,443,true,FRA,Europe,DE,Frankfurt,308,9.73
150.230.42.80,443,443,true,SJC,North America,US,San Jose,224,9.70
79.72.80.90,443,443,true,FRA,Europe,DE,Frankfurt,246,9.68
141.144.227.124,443,443,true,FRA,Europe,DE,Frankfurt,315,9.67
192.9.137.193,8443,443,true,SJC,North America,US,San Jose,225,9.67
79.72.64.152,443,443,true,FRA,Europe,DE,Frankfurt,275,9.66
158.101.202.225,443,443,true,FRA,Europe,DE,Frankfurt,283,9.65
167.234.221.73,443,443,true,SJC,North America,US,San Jose,197,9.63
150.230.123.186,443,443,true,FRA,Europe,DE,Frankfurt,250,9.61
158.101.221.199,443,443,true,FRA,Europe,DE,Frankfurt,270,9.60
130.61.135.183,443,443,true,FRA,Europe,DE,Frankfurt,300,9.55
141.144.203.150,443,443,true,FRA,Europe,DE,Frankfurt,205,9.55
138.3.254.39,443,443,true,FRA,Europe,DE,Frankfurt,447,9.49
141.147.92.118,443,443,true,FRA,Europe,DE,Frankfurt,341,9.48
141.144.196.192,443,443,true,FRA,Europe,DE,Frankfurt,231,9.40
84.8.153.98,443,443,true,FRA,Europe,DE,Frankfurt,376,9.31
89.168.67.107,443,443,true,FRA,Europe,DE,Frankfurt,322,9.30
141.144.199.94,443,443,true,FRA,Europe,DE,Frankfurt,354,9.27
141.147.163.223,443,443,true,SIN,Asia Pacific,SG,Singapore,76,9.21
141.144.193.252,443,443,true,FRA,Europe,DE,Frankfurt,197,9.20
158.101.208.176,443,443,true,FRA,Europe,DE,Frankfurt,247,9.18
141.144.194.80,443,443,true,FRA,Europe,DE,Frankfurt,338,9.15
150.230.20.117,443,443,true,FRA,Europe,DE,Frankfurt,314,9.13
158.101.206.132,443,443,true,FRA,Europe,DE,Frankfurt,329,9.13
150.230.114.6,443,443,true,FRA,Europe,DE,Frankfurt,176,9.12
131.186.22.202,443,443,true,LAX,North America,US,Los Angeles,382,9.11
130.162.178.75,443,443,true,FRA,Europe,DE,Frankfurt,210,9.05
89.168.107.197,443,443,true,FRA,Europe,DE,Frankfurt,399,9.03
141.144.207.206,443,443,true,FRA,Europe,DE,Frankfurt,284,8.99
193.123.33.235,443,443,true,FRA,Europe,DE,Frankfurt,393,8.97
79.72.92.86,443,443,true,FRA,Europe,DE,Frankfurt,314,8.96
152.67.142.211,443,443,true,FRA,Europe,DE,Frankfurt,369,8.93
150.230.119.59,443,443,true,FRA,Europe,DE,Frankfurt,206,8.90
141.144.250.4,443,443,true,FRA,Europe,DE,Frankfurt,245,8.86
193.122.0.61,443,443,true,FRA,Europe,DE,Frankfurt,274,8.84
132.145.227.143,443,443,true,FRA,Europe,DE,Frankfurt,197,8.81
141.144.195.21,443,443,true,FRA,Europe,DE,Frankfurt,220,8.80
84.235.163.177,443,443,true,FRA,Europe,DE,Frankfurt,282,8.79
84.235.161.40,443,443,true,FRA,Europe,DE,Frankfurt,257,8.64
141.144.197.5,443,443,true,FRA,Europe,DE,Frankfurt,220,8.63
152.67.159.148,443,443,true,FRA,Europe,DE,Frankfurt,305,8.62
129.151.225.228,2053,443,true,MRS,Europe,FR,Marseille,314,8.62
158.101.211.118,443,443,true,FRA,Europe,DE,Frankfurt,235,8.61
152.70.90.168,443,443,true,ICN,Asia Pacific,KR,Seoul,207,8.60
141.144.199.208,443,443,true,FRA,Europe,DE,Frankfurt,326,8.56
152.70.37.201,443,443,true,ICN,Asia Pacific,KR,Seoul,230,8.52
144.24.178.146,443,443,true,FRA,Europe,DE,Frankfurt,291,8.49
129.153.203.62,443,443,true,LAX,North America,US,Los Angeles,205,8.48
193.122.57.82,443,443,true,FRA,Europe,DE,Frankfurt,265,8.45
129.159.205.247,443,443,true,FRA,Europe,DE,Frankfurt,254,8.44
129.151.225.228,8443,443,true,MRS,Europe,FR,Marseille,338,8.38
64.181.227.69,443,443,true,SJC,North America,US,San Jose,240,8.35
143.47.189.47,443,443,true,FRA,Europe,DE,Frankfurt,243,8.35
141.147.165.0,443,443,true,LAX,North America,US,Los Angeles,280,8.34
141.147.16.152,8443,443,true,FRA,Europe,DE,Frankfurt,277,8.34
144.24.187.224,443,443,true,FRA,Europe,DE,Frankfurt,303,8.29
79.72.66.13,443,443,true,FRA,Europe,DE,Frankfurt,256,8.29
79.76.118.44,443,443,true,FRA,Europe,DE,Frankfurt,235,8.23
144.24.186.219,443,443,true,FRA,Europe,DE,Frankfurt,219,8.19
89.168.107.28,443,443,true,FRA,Europe,DE,Frankfurt,366,8.18
150.230.23.93,443,443,true,FRA,Europe,DE,Frankfurt,247,8.14
84.8.149.90,443,443,true,FRA,Europe,DE,Frankfurt,269,8.13
152.70.249.34,443,443,true,SIN,Asia Pacific,SG,Singapore,240,8.13
132.145.236.249,443,443,true,FRA,Europe,DE,Frankfurt,224,8.12
89.168.114.62,443,443,true,FRA,Europe,DE,Frankfurt,270,8.08
193.123.176.54,443,443,true,FRA,Europe,DE,Frankfurt,402,8.08
193.123.176.58,443,443,true,FRA,Europe,DE,Frankfurt,370,8.05
158.101.221.115,443,443,true,FRA,Europe,DE,Frankfurt,497,8.05
150.230.120.6,443,443,true,FRA,Europe,DE,Frankfurt,284,8.04
