IP地址,端口,回源端口,TLS,数据中心,地区,国家,城市,TCP延迟(ms),速度(MB/s)
35.204.231.100,443,443,true,AMS,Europe,NL,Amsterdam,450,8.17
35.190.152.145,443,443,true,ATL,North America,US,Atlanta,419,7.95
35.196.72.166,443,443,true,ATL,North America,US,Atlanta,343,7.92
34.175.202.195,443,443,true,MAD,Europe,ES,Madrid,386,6.61
35.228.36.82,443,443,true,ARN,Europe,SE,Stockholm,344,6.33
34.105.140.105,443,443,true,LHR,Europe,GB,London,191,5.54
34.142.5.107,443,443,true,LHR,Europe,GB,London,357,5.40
34.105.189.25,443,443,true,LHR,Europe,GB,London,275,5.11
34.105.233.161,443,443,true,LHR,Europe,GB,London,274,4.98
34.105.130.188,443,443,true,LHR,Europe,GB,London,470,4.84
35.200.238.235,443,443,true,BOM,Asia Pacific,IN,Mumbai,360,0.44
34.49.199.30,80,80,false,SIN,Asia Pacific,SG,Singapore,306,0.00
35.187.229.127,80,8080,false,SIN,Asia Pacific,SG,Singapore,51,0.00
34.92.85.233,2052,2052,false,HKG,Asia Pacific,HK,Hong Kong,66,0.00
104.199.147.138,8080,80,false,TPE,Asia Pacific,TW,Taipei,69,0.00
34.93.226.165,80,80,false,BOM,Asia Pacific,IN,Mumbai,72,0.00
34.92.85.233,2052,2052,false,HKG,Asia Pacific,HK,Hong Kong,79,0.00
34.93.226.165,80,80,false,BOM,Asia Pacific,IN,Mumbai,83,0.00
34.93.79.152,80,80,false,BOM,Asia Pacific,IN,Mumbai,84,0.00
34.92.85.233,2052,2052,false,HKG,Asia Pacific,HK,Hong Kong,93,0.00
34.93.79.152,80,80,false,BOM,Asia Pacific,IN,Mumbai,96,0.00
34.93.79.152,80,80,false,BOM,Asia Pacific,IN,Mumbai,103,0.00
35.201.107.185,80,80,false,SIN,Asia Pacific,SG,Singapore,109,0.00
34.92.85.233,2052,2052,false,HKG,Asia Pacific,HK,Hong Kong,111,0.00
35.200.202.118,80,80,false,BOM,Asia Pacific,IN,Mumbai,118,0.00
34.120.230.33,80,80,false,SIN,Asia Pacific,SG,Singapore,123,0.00
35.200.202.118,80,80,false,BOM,Asia Pacific,IN,Mumbai,130,0.00
34.93.226.165,80,80,false,BOM,Asia Pacific,IN,Mumbai,131,0.00
34.93.79.152,80,80,false,BOM,Asia Pacific,IN,Mumbai,139,0.00
34.49.1.210,80,80,false,SIN,Asia Pacific,SG,Singapore,148,0.00
34.82.76.253,80,80,false,SEA,North America,US,Seattle,155,0.00
34.105.49.234,80,80,false,SEA,North America,US,Seattle,159,0.00
34.141.221.33,2082,80,false,AMS,Europe,NL,Amsterdam,161,0.00
