IP地址,端口,回源端口,TLS,数据中心,地区,国家,城市,TCP延迟(ms),速度(MB/s)
44.228.63.60,80,443,true,SEA,North America,US,Seattle,413,7.15
54.203.85.46,443,443,true,SEA,North America,US,Seattle,311,7.15
34.200.252.131,443,443,true,IAD,North America,US,Ashburn,312,7.15
3.215.181.163,443,443,true,IAD,North America,US,Ashburn,343,7.15
34.200.242.82,443,443,true,IAD,North America,US,Ashburn,275,7.15
44.222.241.45,443,443,true,IAD,North America,US,Ashburn,332,7.14
3.135.223.39,443,443,true,IAD,North America,US,Ashburn,227,7.14
44.228.63.60,443,443,true,SEA,North America,US,Seattle,278,7.14
3.229.123.3,443,443,true,IAD,North America,US,Ashburn,342,7.14
34.200.250.115,443,443,true,IAD,North America,US,Ashburn,303,7.13
3.236.130.35,443,443,true,IAD,North America,US,Ashburn,297,7.13
44.215.68.74,443,443,true,IAD,North America,US,Ashburn,259,7.12
204.110.220.192,80,443,true,SJC,North America,US,San Jose,206,7.12
54.166.213.213,2053,443,true,IAD,North America,US,Ashburn,268,7.12
34.205.133.46,443,443,true,IAD,North America,US,Ashburn,352,7.12
3.237.200.113,443,443,true,IAD,North America,US,Ashburn,375,7.10
34.219.63.12,443,443,true,SEA,North America,US,Seattle,278,7.10
3.22.241.99,443,443,true,CMH,North America,US,Columbus,314,7.10
44.203.31.162,443,443,true,IAD,North America,US,Ashburn,400,7.09
67.226.221.221,80,443,true,SJC,North America,US,San Jose,198,7.09
3.17.147.140,443,443,true,IAD,North America,US,Ashburn,251,7.09
34.219.63.12,443,443,true,SEA,North America,US,Seattle,317,7.08
44.214.92.174,443,443,true,IAD,North America,US,Ashburn,255,7.08
3.133.96.243,443,443,true,IAD,North America,US,Ashburn,240,7.08
35.183.142.4,443,443,true,YUL,North America,CA,Montréal,299,7.08
51.20.50.91,8880,443,true,ARN,Europe,SE,Stockholm,248,7.08
3.235.57.135,443,443,true,IAD,North America,US,Ashburn,234,7.07
34.223.206.64,443,443,true,PDX,North America,US,Portland,263,7.07
52.32.90.142,80,443,true,PDX,North America,US,Portland,356,7.07
34.205.4.139,443,443,true,IAD,North America,US,Ashburn,323,7.07
44.203.211.58,443,443,true,IAD,North America,US,Ashburn,265,7.07
44.198.190.253,443,443,true,IAD,North America,US,Ashburn,458,7.06
3.235.46.2,443,443,true,IAD,North America,US,Ashburn,396,7.06
44.211.120.228,443,443,true,IAD,North America,US,Ashburn,403,7.05
3.215.175.134,443,443,true,IAD,North America,US,Ashburn,287,7.04
34.219.63.12,80,443,true,PDX,North America,US,Portland,266,7.04
44.215.104.135,443,443,true,IAD,North America,US,Ashburn,292,7.04
44.197.199.79,443,443,true,IAD,North America,US,Ashburn,291,7.04
34.201.3.177,443,443,true,IAD,North America,US,Ashburn,241,7.04
3.139.54.72,443,443,true,IAD,North America,US,Ashburn,328,7.03
44.211.183.157,443,443,true,IAD,North America,US,Ashburn,261,7.02
3.138.195.149,443,443,true,IAD,North America,US,Ashburn,376,7.02
